,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote_ratio_numeric,difference_application_post_dates
7466,AI07467,Autonomous Systems Engineer,169490,USD,Executive-level,Freelance,Canada,Small,Switzerland,0,"R, Data Visualization, Scala, SQL, Git",PhD,10,Government,2024-08-03,2024-10-05,1825,5.5,DataVision Ltd,On-site,63
7467,AI07468,Data Engineer,103035,USD,Executive-level,Part-Time,China,Small,Singapore,100,"Azure, Spark, Python, Linux, Data Visualization",PhD,11,Manufacturing,2024-01-01,2024-02-27,1072,7.5,Future Systems,Remote,57
7468,AI07469,ML Ops Engineer,49427,USD,Entry-Level,Freelance,South Korea,Large,South Korea,100,"Git, Scala, Spark, Tableau, PyTorch",Bachelor,0,Telecommunications,2025-01-11,2025-02-11,2282,5.5,DataVision Ltd,Remote,31
7469,AI07470,Data Scientist,112931,USD,Executive-level,Contract,South Korea,Large,South Korea,50,"AWS, Data Visualization, SQL, Mathematics",PhD,10,Transportation,2024-12-20,2025-02-01,546,8.9,Cognitive Computing,Hybrid,43
7470,AI07471,ML Ops Engineer,304967,USD,Executive-level,Freelance,Denmark,Large,Denmark,50,"Statistics, Scala, Tableau, AWS",Master,11,Consulting,2024-01-18,2024-02-04,1852,8.0,Machine Intelligence Group,Hybrid,17
7471,AI07472,AI Specialist,152370,EUR,Senior-Level ,Freelance,Germany,Large,Ireland,100,"Tableau, PyTorch, Spark",PhD,9,Telecommunications,2024-06-20,2024-08-19,790,7.8,Smart Analytics,Remote,60
7472,AI07473,Research Scientist,123598,USD,Senior-Level ,Contract,Australia,Medium,Netherlands,100,"Tableau, Docker, Python, Computer Vision",Master,8,Healthcare,2024-11-08,2025-01-18,1958,6.0,Autonomous Tech,Remote,71
7473,AI07474,Principal Data Scientist,56803,USD,Entry-Level,Freelance,Israel,Medium,Israel,100,"PyTorch, Kubernetes, Data Visualization, MLOps, Hadoop",Bachelor,0,Transportation,2024-08-23,2024-10-20,1519,5.2,DataVision Ltd,Remote,58
7474,AI07475,ML Ops Engineer,148826,EUR,Executive-level,Full-Time,Netherlands,Small,Netherlands,0,"Docker, Kubernetes, SQL",PhD,13,Consulting,2024-03-27,2024-04-30,1901,6.7,Autonomous Tech,On-site,34
7475,AI07476,ML Ops Engineer,124740,EUR,Senior-Level ,Freelance,Germany,Medium,Germany,100,"Computer Vision, Azure, Python",Master,9,Media,2024-07-14,2024-08-30,2427,7.3,Advanced Robotics,Remote,47
7476,AI07477,AI Specialist,220546,USD,Executive-level,Contract,Australia,Small,Netherlands,50,"Statistics, Computer Vision, Scala",Associate,14,Transportation,2025-04-10,2025-06-05,2070,5.7,Predictive Systems,Hybrid,56
7477,AI07478,AI Software Engineer,80273,EUR,Entry-Level,Contract,France,Large,France,100,"Python, Azure, SQL, Hadoop, Kubernetes",Associate,0,Media,2024-03-03,2024-03-27,640,9.9,Predictive Systems,Remote,24
7478,AI07479,AI Software Engineer,202659,USD,Executive-level,Freelance,Sweden,Small,Sweden,100,"TensorFlow, Scala, Python, PyTorch, Linux",Master,14,Retail,2024-05-10,2024-06-27,1937,6.9,Quantum Computing Inc,Remote,48
7479,AI07480,AI Consultant,73778,USD,Mid-Level,Full-Time,Canada,Small,Canada,0,"Scala, Java, Docker",PhD,3,Energy,2024-01-05,2024-01-20,2454,5.2,TechCorp Inc,On-site,15
7480,AI07481,Data Engineer,119694,USD,Executive-level,Freelance,Japan,Large,United Kingdom,0,"Spark, Kubernetes, Java, GCP",Bachelor,17,Transportation,2024-10-07,2024-12-08,2295,6.1,Cognitive Computing,On-site,62
7481,AI07482,AI Specialist,92485,USD,Mid-Level,Full-Time,Singapore,Small,Singapore,0,"Hadoop, Python, Mathematics, MLOps",Bachelor,3,Transportation,2024-03-21,2024-05-26,1827,6.1,Digital Transformation LLC,On-site,66
7482,AI07483,Autonomous Systems Engineer,163314,USD,Senior-Level ,Part-Time,Australia,Large,Netherlands,0,"Mathematics, Hadoop, Deep Learning",PhD,7,Healthcare,2025-02-12,2025-03-25,1966,8.7,Digital Transformation LLC,On-site,41
7483,AI07484,Machine Learning Researcher,53495,USD,Entry-Level,Part-Time,Japan,Medium,Japan,100,"Computer Vision, Python, PyTorch, Azure",Associate,1,Healthcare,2024-10-07,2024-10-27,1682,5.5,AI Innovations,Remote,20
7484,AI07485,ML Ops Engineer,45005,USD,Entry-Level,Freelance,China,Medium,China,50,"Azure, Python, Statistics, Git, Java",Associate,0,Transportation,2024-12-20,2025-02-08,1076,8.5,DeepTech Ventures,Hybrid,50
7485,AI07486,Head of AI,207953,EUR,Executive-level,Full-Time,Germany,Medium,Germany,50,"Statistics, Computer Vision, PyTorch",Bachelor,12,Real Estate,2024-06-09,2024-07-28,1783,6.8,DataVision Ltd,Hybrid,49
7486,AI07487,Machine Learning Researcher,151584,USD,Executive-level,Full-Time,India,Medium,India,100,"MLOps, SQL, Docker",Master,16,Energy,2024-10-21,2024-12-27,1235,8.1,Advanced Robotics,Remote,67
7487,AI07488,ML Ops Engineer,72809,EUR,Entry-Level,Part-Time,Netherlands,Large,Ireland,0,"R, Kubernetes, TensorFlow",Master,1,Finance,2024-08-19,2024-10-30,722,5.2,Machine Intelligence Group,On-site,72
7488,AI07489,Data Scientist,117828,USD,Mid-Level,Full-Time,Switzerland,Large,Denmark,0,"SQL, Linux, Computer Vision, GCP, NLP",Bachelor,3,Healthcare,2024-05-26,2024-08-05,1437,7.9,Digital Transformation LLC,On-site,71
7489,AI07490,Data Engineer,174266,USD,Senior-Level ,Contract,Singapore,Large,Singapore,0,"PyTorch, Kubernetes, MLOps, Statistics, Hadoop",Associate,5,Gaming,2025-01-14,2025-03-19,2173,7.2,Cloud AI Solutions,On-site,64
7490,AI07491,Data Scientist,45897,USD,Entry-Level,Full-Time,Japan,Large,United States,0,"Spark, Statistics, Mathematics, SQL",Master,0,Transportation,2024-07-30,2024-09-26,716,7.7,Neural Networks Co,On-site,58
7491,AI07492,AI Software Engineer,119580,USD,Senior-Level ,Full-Time,Canada,Small,Canada,0,"Azure, PyTorch, Deep Learning",Associate,9,Gaming,2024-01-08,2024-03-05,783,9.0,AI Innovations,On-site,57
7492,AI07493,Data Analyst,289303,USD,Executive-level,Freelance,Denmark,Large,Denmark,50,"Azure, Java, PyTorch, SQL",PhD,17,Gaming,2024-12-05,2025-01-14,2389,5.4,TechCorp Inc,Hybrid,40
7493,AI07494,AI Architect,115318,GBP,Mid-Level,Contract,United Kingdom,Large,Israel,50,"Hadoop, Linux, TensorFlow",Bachelor,3,Education,2024-10-30,2024-11-27,1098,8.5,Cognitive Computing,Hybrid,28
7494,AI07495,Data Engineer,89294,USD,Mid-Level,Contract,Singapore,Large,United Kingdom,50,"AWS, Computer Vision, TensorFlow, R, Git",Associate,2,Government,2025-01-02,2025-03-10,553,9.3,Advanced Robotics,Hybrid,67
7495,AI07496,Autonomous Systems Engineer,105121,EUR,Mid-Level,Full-Time,Germany,Medium,Germany,0,"Spark, Git, TensorFlow, Hadoop, GCP",PhD,4,Healthcare,2024-07-10,2024-09-15,2268,5.0,Machine Intelligence Group,On-site,67
7496,AI07497,Robotics Engineer,110442,EUR,Mid-Level,Freelance,Netherlands,Large,Netherlands,50,"Kubernetes, Computer Vision, Python",Associate,3,Automotive,2024-11-11,2025-01-09,697,8.6,DeepTech Ventures,Hybrid,59
7497,AI07498,AI Product Manager,229512,USD,Executive-level,Freelance,Norway,Medium,Ireland,0,"Scala, Docker, Java, Azure",Associate,10,Energy,2024-06-18,2024-07-28,1794,5.4,Neural Networks Co,On-site,40
7498,AI07499,AI Software Engineer,142234,USD,Senior-Level ,Part-Time,Canada,Large,Canada,0,"PyTorch, SQL, Computer Vision, Data Visualization, Hadoop",Associate,9,Government,2024-11-01,2025-01-13,635,9.7,DataVision Ltd,On-site,73
7499,AI07500,AI Research Scientist,103547,USD,Mid-Level,Full-Time,Sweden,Large,Sweden,100,"AWS, Kubernetes, Python",PhD,2,Transportation,2024-07-10,2024-08-02,2186,6.5,Cloud AI Solutions,Remote,23
7500,AI07501,Principal Data Scientist,39410,USD,Entry-Level,Part-Time,Japan,Medium,Japan,100,"Git, Statistics, Tableau, Mathematics",Bachelor,0,Government,2025-04-09,2025-05-13,772,7.6,Cognitive Computing,Remote,34
7501,AI07502,Principal Data Scientist,82657,EUR,Entry-Level,Full-Time,Netherlands,Large,Canada,100,"MLOps, R, Statistics, Java, Hadoop",PhD,1,Telecommunications,2024-06-01,2024-08-03,1497,8.0,Autonomous Tech,Remote,63
7502,AI07503,Robotics Engineer,94508,EUR,Senior-Level ,Freelance,Germany,Small,Germany,0,"NLP, Hadoop, Deep Learning, Git, SQL",Bachelor,8,Healthcare,2024-07-07,2024-08-04,998,9.0,Quantum Computing Inc,On-site,28
7503,AI07504,ML Ops Engineer,70831,USD,Mid-Level,Full-Time,South Korea,Large,South Korea,100,"GCP, R, Deep Learning, Spark, Azure",Associate,2,Consulting,2024-07-10,2024-08-11,1188,7.2,Cloud AI Solutions,Remote,32
7504,AI07505,Head of AI,85892,USD,Senior-Level ,Full-Time,Japan,Medium,India,0,"Java, Data Visualization, Scala, MLOps, Azure",PhD,7,Consulting,2025-03-08,2025-05-12,1019,9.7,Predictive Systems,On-site,65
7505,AI07506,Data Scientist,83823,USD,Mid-Level,Contract,Canada,Large,Australia,50,"Spark, Kubernetes, Computer Vision, Deep Learning",Master,2,Real Estate,2024-03-14,2024-05-13,1346,8.0,Cloud AI Solutions,Hybrid,60
7506,AI07507,ML Ops Engineer,74266,USD,Mid-Level,Full-Time,South Korea,Large,United Kingdom,50,"MLOps, Hadoop, Spark, SQL",Associate,2,Telecommunications,2024-12-17,2025-02-14,2169,5.3,Predictive Systems,Hybrid,59
7507,AI07508,Deep Learning Engineer,65254,USD,Mid-Level,Freelance,Austria,Medium,Austria,50,"Mathematics, Java, Tableau, AWS, Python",Associate,3,Real Estate,2024-12-23,2025-02-27,556,5.5,Machine Intelligence Group,Hybrid,66
7508,AI07509,AI Software Engineer,82721,USD,Senior-Level ,Part-Time,Austria,Medium,Austria,0,"Kubernetes, SQL, Git, Computer Vision",Bachelor,9,Consulting,2025-02-05,2025-04-10,913,5.3,AI Innovations,On-site,64
7509,AI07510,Robotics Engineer,158253,USD,Mid-Level,Contract,Switzerland,Large,Switzerland,50,"Computer Vision, Hadoop, Statistics",Master,2,Energy,2024-06-08,2024-06-22,1469,8.2,Cognitive Computing,Hybrid,14
7510,AI07511,AI Architect,112732,USD,Senior-Level ,Freelance,Singapore,Medium,Singapore,0,"R, Spark, Hadoop, Python, TensorFlow",Associate,7,Education,2025-01-03,2025-01-24,2009,5.3,Advanced Robotics,On-site,21
7511,AI07512,Research Scientist,114550,EUR,Senior-Level ,Freelance,Germany,Small,Germany,0,"AWS, PyTorch, NLP, GCP, Kubernetes",Associate,8,Education,2024-12-16,2025-01-14,2391,5.7,Predictive Systems,On-site,29
7512,AI07513,AI Software Engineer,50260,EUR,Entry-Level,Full-Time,France,Small,France,100,"AWS, Docker, Deep Learning, Kubernetes, NLP",PhD,1,Energy,2024-06-01,2024-06-20,1536,8.7,AI Innovations,Remote,19
7513,AI07514,Principal Data Scientist,139341,USD,Senior-Level ,Part-Time,Canada,Large,Finland,100,"Statistics, Azure, TensorFlow",Associate,5,Automotive,2024-02-29,2024-05-12,1774,6.8,Machine Intelligence Group,Remote,73
7514,AI07515,ML Ops Engineer,247764,USD,Executive-level,Full-Time,Norway,Small,Norway,0,"Scala, MLOps, Git, Statistics, Azure",PhD,18,Healthcare,2025-04-17,2025-05-20,791,8.7,DataVision Ltd,On-site,33
7515,AI07516,Machine Learning Engineer,46921,USD,Entry-Level,Full-Time,South Korea,Medium,South Korea,100,"Statistics, Azure, GCP, Java",PhD,0,Finance,2024-10-06,2024-12-10,811,5.4,Quantum Computing Inc,Remote,65
7516,AI07517,AI Product Manager,53558,USD,Entry-Level,Part-Time,Singapore,Small,United States,50,"Java, TensorFlow, NLP, Azure",Bachelor,0,Consulting,2024-11-25,2025-01-02,780,9.9,Smart Analytics,Hybrid,38
7517,AI07518,Computer Vision Engineer,74444,GBP,Entry-Level,Freelance,United Kingdom,Large,Israel,0,"TensorFlow, Python, Data Visualization, Kubernetes, Mathematics",Master,1,Government,2024-04-19,2024-05-19,1391,5.3,DeepTech Ventures,On-site,30
7518,AI07519,AI Specialist,148620,USD,Senior-Level ,Part-Time,Sweden,Large,Sweden,100,"Scala, R, Kubernetes",PhD,7,Education,2025-01-09,2025-02-18,1996,7.6,Cloud AI Solutions,Remote,40
7519,AI07520,Head of AI,178949,USD,Executive-level,Freelance,Switzerland,Small,Switzerland,0,"Linux, Kubernetes, TensorFlow, Computer Vision, NLP",Bachelor,14,Consulting,2024-01-03,2024-02-08,1890,7.8,Cognitive Computing,On-site,36
7520,AI07521,Head of AI,88711,USD,Mid-Level,Part-Time,Austria,Large,Austria,100,"Mathematics, R, Kubernetes, PyTorch, Git",PhD,2,Education,2024-02-20,2024-03-28,2411,9.9,AI Innovations,Remote,37
7521,AI07522,NLP Engineer,205409,USD,Executive-level,Full-Time,Australia,Small,Japan,50,"Kubernetes, TensorFlow, Docker, Statistics",Master,15,Government,2024-07-01,2024-08-27,1928,9.5,Algorithmic Solutions,Hybrid,57
7522,AI07523,Machine Learning Researcher,76905,GBP,Mid-Level,Part-Time,United Kingdom,Medium,United Kingdom,50,"Git, NLP, Data Visualization, SQL",Master,4,Education,2024-05-15,2024-05-31,1597,7.0,Cloud AI Solutions,Hybrid,16
7523,AI07524,Machine Learning Researcher,103770,USD,Executive-level,Full-Time,Japan,Medium,Japan,100,"GCP, SQL, Java, Scala, Deep Learning",Bachelor,10,Finance,2025-04-27,2025-05-12,1815,7.7,Neural Networks Co,Remote,15
7524,AI07525,AI Architect,50056,USD,Mid-Level,Freelance,India,Small,India,50,"Scala, Azure, Data Visualization, Git, Python",Bachelor,4,Healthcare,2025-01-12,2025-01-28,1204,6.1,Future Systems,Hybrid,16
7525,AI07526,Machine Learning Researcher,153259,USD,Senior-Level ,Full-Time,Norway,Large,Norway,100,"SQL, Scala, GCP, NLP",Associate,8,Education,2024-02-17,2024-03-25,752,9.0,DeepTech Ventures,Remote,37
7526,AI07527,Data Analyst,105735,EUR,Mid-Level,Full-Time,Germany,Large,Canada,0,"Data Visualization, Spark, Kubernetes, Tableau",Master,2,Retail,2024-06-24,2024-08-19,2430,5.7,Algorithmic Solutions,On-site,56
7527,AI07528,Machine Learning Researcher,51000,USD,Entry-Level,Full-Time,South Korea,Medium,South Korea,0,"SQL, Linux, Tableau, Python, MLOps",PhD,0,Education,2024-02-14,2024-04-09,1294,6.1,Autonomous Tech,On-site,55
7528,AI07529,AI Architect,96942,GBP,Mid-Level,Full-Time,United Kingdom,Large,United Kingdom,0,"Scala, Java, Deep Learning",Associate,3,Gaming,2024-01-01,2024-01-29,1436,8.1,AI Innovations,On-site,28
7529,AI07530,NLP Engineer,61453,USD,Mid-Level,Part-Time,South Korea,Small,Germany,50,"Python, Computer Vision, Git",PhD,4,Transportation,2024-07-15,2024-08-02,1405,9.4,Cognitive Computing,Hybrid,18
7530,AI07531,ML Ops Engineer,259189,USD,Executive-level,Part-Time,Singapore,Medium,Switzerland,50,"Java, TensorFlow, NLP",PhD,17,Gaming,2024-03-13,2024-04-01,1902,8.1,Machine Intelligence Group,Hybrid,19
7531,AI07532,Deep Learning Engineer,114378,USD,Senior-Level ,Freelance,Israel,Large,Israel,50,"Computer Vision, GCP, Data Visualization",Associate,8,Automotive,2025-01-12,2025-03-22,1905,8.8,Smart Analytics,Hybrid,69
7532,AI07533,AI Product Manager,143005,USD,Executive-level,Part-Time,Sweden,Medium,Austria,100,"Data Visualization, Hadoop, Kubernetes, Statistics",Master,10,Gaming,2024-07-28,2024-10-06,1773,6.6,Quantum Computing Inc,Remote,70
7533,AI07534,AI Software Engineer,89670,GBP,Mid-Level,Freelance,United Kingdom,Medium,United Kingdom,50,"Hadoop, R, Scala, NLP",Bachelor,3,Consulting,2025-02-02,2025-03-04,851,9.4,Neural Networks Co,Hybrid,30
7534,AI07535,AI Product Manager,289996,USD,Executive-level,Part-Time,Denmark,Large,Denmark,50,"Azure, Kubernetes, Java",Associate,11,Government,2025-03-15,2025-05-22,906,5.7,Predictive Systems,Hybrid,68
7535,AI07536,AI Product Manager,95821,USD,Executive-level,Contract,Austria,Small,Austria,100,"Data Visualization, Computer Vision, Deep Learning",Associate,18,Technology,2024-02-21,2024-04-17,1103,5.5,Digital Transformation LLC,Remote,56
7536,AI07537,AI Product Manager,152223,USD,Senior-Level ,Full-Time,Norway,Large,Norway,100,"Spark, SQL, MLOps, Java",PhD,5,Manufacturing,2025-03-05,2025-04-25,2141,6.1,TechCorp Inc,Remote,51
7537,AI07538,AI Consultant,73420,USD,Mid-Level,Part-Time,South Korea,Large,China,50,"Docker, Data Visualization, Statistics",Bachelor,3,Automotive,2024-02-22,2024-03-18,1812,9.2,Smart Analytics,Hybrid,25
7538,AI07539,Machine Learning Researcher,93402,USD,Executive-level,Freelance,Austria,Small,Netherlands,100,"Tableau, SQL, TensorFlow",Master,11,Automotive,2024-08-09,2024-09-24,853,5.7,TechCorp Inc,Remote,46
7539,AI07540,AI Architect,78339,GBP,Mid-Level,Freelance,United Kingdom,Medium,United Kingdom,0,"Linux, AWS, Computer Vision",Bachelor,2,Transportation,2024-05-23,2024-08-01,1164,6.4,Cloud AI Solutions,On-site,70
7540,AI07541,AI Research Scientist,105457,USD,Senior-Level ,Part-Time,Ireland,Large,France,0,"Git, Hadoop, Deep Learning, Statistics, Data Visualization",Bachelor,5,Media,2025-03-02,2025-05-02,714,7.1,Autonomous Tech,On-site,61
7541,AI07542,Data Engineer,195522,USD,Executive-level,Freelance,India,Large,India,0,"Linux, GCP, TensorFlow",Bachelor,17,Education,2024-10-12,2024-11-18,742,8.8,TechCorp Inc,On-site,37
7542,AI07543,AI Specialist,105565,USD,Senior-Level ,Freelance,Ireland,Medium,South Korea,100,"R, Git, SQL",PhD,9,Healthcare,2025-04-23,2025-06-06,708,8.2,DataVision Ltd,Remote,44
7543,AI07544,AI Consultant,92597,USD,Senior-Level ,Freelance,India,Medium,India,100,"Azure, Tableau, SQL, MLOps",Bachelor,8,Government,2025-04-02,2025-05-01,1317,9.1,Autonomous Tech,Remote,29
7544,AI07545,Head of AI,95103,USD,Senior-Level ,Contract,Israel,Large,Israel,100,"Python, TensorFlow, PyTorch, Git",Associate,6,Telecommunications,2024-03-14,2024-04-17,1645,9.6,Predictive Systems,Remote,34
7545,AI07546,Head of AI,49574,USD,Entry-Level,Contract,China,Large,Norway,50,"Scala, TensorFlow, Kubernetes",PhD,0,Automotive,2024-06-13,2024-07-12,1558,7.7,Smart Analytics,Hybrid,29
7546,AI07547,Data Scientist,133805,USD,Senior-Level ,Part-Time,Sweden,Large,Sweden,100,"Scala, Java, Tableau, Data Visualization",Bachelor,7,Retail,2024-05-08,2024-06-08,1388,6.2,Cloud AI Solutions,Remote,31
7547,AI07548,Robotics Engineer,88707,GBP,Mid-Level,Contract,United Kingdom,Medium,United Kingdom,0,"Kubernetes, Hadoop, Python",Master,4,Finance,2024-11-06,2025-01-18,1326,8.9,Advanced Robotics,On-site,73
7548,AI07549,Principal Data Scientist,173797,USD,Executive-level,Full-Time,South Korea,Medium,South Korea,100,"GCP, PyTorch, MLOps, Deep Learning",PhD,18,Retail,2024-01-09,2024-01-28,738,9.0,DataVision Ltd,Remote,19
7549,AI07550,AI Architect,75359,USD,Mid-Level,Freelance,Japan,Large,Japan,50,"Git, Computer Vision, Scala",Bachelor,3,Energy,2025-04-25,2025-05-31,670,6.0,Advanced Robotics,Hybrid,36
7550,AI07551,AI Architect,145109,USD,Mid-Level,Part-Time,Denmark,Large,Denmark,0,"Spark, Computer Vision, Java, MLOps",Master,4,Retail,2024-06-13,2024-07-06,1472,7.2,AI Innovations,On-site,23
7551,AI07552,Data Engineer,77204,USD,Mid-Level,Freelance,Japan,Large,Japan,100,"Statistics, SQL, MLOps, Deep Learning",Bachelor,2,Manufacturing,2025-02-10,2025-03-25,2264,9.0,AI Innovations,Remote,43
7552,AI07553,Machine Learning Researcher,133808,EUR,Senior-Level ,Freelance,Netherlands,Medium,Netherlands,0,"AWS, Python, Docker, Mathematics",Bachelor,8,Retail,2024-03-02,2024-04-20,2300,8.6,AI Innovations,On-site,49
7553,AI07554,Robotics Engineer,109195,USD,Mid-Level,Full-Time,Denmark,Large,Denmark,50,"Linux, PyTorch, GCP, SQL",PhD,4,Consulting,2025-01-02,2025-03-05,2319,6.4,Smart Analytics,Hybrid,62
7554,AI07555,Principal Data Scientist,165249,USD,Senior-Level ,Freelance,Norway,Large,Norway,50,"Data Visualization, Azure, Docker, GCP, Statistics",PhD,8,Automotive,2024-01-20,2024-03-11,2118,7.6,Neural Networks Co,Hybrid,51
7555,AI07556,Machine Learning Researcher,175539,USD,Executive-level,Freelance,Australia,Small,Australia,0,"R, MLOps, Kubernetes, Docker",PhD,10,Retail,2024-09-13,2024-10-29,943,7.3,TechCorp Inc,On-site,46
7556,AI07557,AI Research Scientist,95275,USD,Senior-Level ,Full-Time,Israel,Large,United Kingdom,100,"Linux, Java, Python",PhD,8,Telecommunications,2024-11-15,2025-01-07,1195,6.6,Cognitive Computing,Remote,53
7557,AI07558,Machine Learning Engineer,222567,EUR,Executive-level,Part-Time,France,Medium,United Kingdom,0,"Python, TensorFlow, PyTorch, Mathematics, SQL",Master,18,Government,2024-01-24,2024-02-11,699,5.3,Neural Networks Co,On-site,18
7558,AI07559,AI Consultant,266186,USD,Executive-level,Part-Time,Norway,Medium,Norway,50,"Spark, Java, Data Visualization",Master,13,Finance,2024-01-16,2024-03-17,2303,6.9,Quantum Computing Inc,Hybrid,61
7559,AI07560,AI Consultant,213258,USD,Executive-level,Freelance,United States,Small,United States,100,"R, SQL, Java",Master,13,Technology,2024-06-02,2024-06-22,1130,6.0,Cloud AI Solutions,Remote,20
7560,AI07561,Head of AI,174712,USD,Senior-Level ,Full-Time,Norway,Small,Norway,100,"TensorFlow, Git, Python",PhD,5,Automotive,2024-11-21,2024-12-19,2289,9.5,Cloud AI Solutions,Remote,28
7561,AI07562,Computer Vision Engineer,76978,GBP,Mid-Level,Full-Time,United Kingdom,Medium,United Kingdom,0,"Java, TensorFlow, Tableau",PhD,3,Education,2024-02-21,2024-05-03,528,8.5,Autonomous Tech,On-site,72
7562,AI07563,Machine Learning Researcher,292610,USD,Executive-level,Contract,Switzerland,Medium,Switzerland,50,"Hadoop, Deep Learning, Java, Mathematics, R",PhD,13,Transportation,2024-02-05,2024-03-23,2280,6.4,Cognitive Computing,Hybrid,47
